"ObjectId","Points:0","Points:1","Points:2","arc_length","pressure","wall-heat-flux","wall-tau-mag","wall-y_plus"
1.00000000e+00,1.77170002e+00,-2.04600006e-01,9.99999972e-10,0.00000000e+00,1.04512268e+04,2.90970352e+05,2.54367169e+02,1.12470055e-01
1.00000000e+00,1.77091873e+00,-2.04600006e-01,9.99999972e-10,7.81297684e-04,1.04644120e+04,2.94228757e+05,2.57563398e+02,1.12633269e-01
1.00000000e+00,1.77013755e+00,-2.04600006e-01,9.99999972e-10,1.56247616e-03,1.04881427e+04,2.97686458e+05,2.61202990e+02,1.12345134e-01
1.00000000e+00,1.76935625e+00,-2.04600006e-01,9.99999972e-10,2.34377384e-03,1.05180016e+04,2.98311266e+05,2.62080013e+02,1.11482684e-01
1.00000000e+00,1.76857495e+00,-2.04600006e-01,9.99999972e-10,3.12507153e-03,1.05555057e+04,2.99134614e+05,2.62832666e+02,1.10626425e-01
1.00000000e+00,1.76779377e+00,-2.04600006e-01,9.99999972e-10,3.90625000e-03,1.05918921e+04,2.99967243e+05,2.63548691e+02,1.09748576e-01
1.00000000e+00,1.76701248e+00,-2.04600006e-01,9.99999972e-10,4.68754768e-03,1.06289170e+04,3.00867779e+05,2.64382151e+02,1.08890430e-01
1.00000000e+00,1.76623130e+00,-2.04600006e-01,9.99999972e-10,5.46872616e-03,1.06672018e+04,3.01806362e+05,2.65262700e+02,1.08039986e-01
1.00000000e+00,1.76545000e+00,-2.04600006e-01,9.99999972e-10,6.25002384e-03,1.07068386e+04,3.02770501e+05,2.66164684e+02,1.07191986e-01
1.00000000e+00,1.76466870e+00,-2.04600006e-01,9.99999972e-10,7.03132153e-03,1.07478535e+04,3.03765765e+05,2.67090858e+02,1.06346728e-01
1.00000000e+00,1.76388752e+00,-2.04600006e-01,9.99999972e-10,7.81250000e-03,1.07902687e+04,3.04792262e+05,2.68042709e+02,1.05504190e-01
1.00000000e+00,1.76310623e+00,-2.04600006e-01,9.99999972e-10,8.59379768e-03,1.08341381e+04,3.05851605e+05,2.69021325e+02,1.04664434e-01
1.00000000e+00,1.76232505e+00,-2.04600006e-01,9.99999972e-10,9.37497616e-03,1.08795002e+04,3.06943653e+05,2.70026698e+02,1.03827197e-01
1.00000000e+00,1.76154375e+00,-2.04600006e-01,9.99999972e-10,1.01562738e-02,1.09025744e+04,3.07498890e+05,2.70536992e+02,1.03409426e-01
1.00000000e+00,1.76076245e+00,-2.04600006e-01,9.99999972e-10,1.09375715e-02,1.09748949e+04,3.09230367e+05,2.72121050e+02,1.02160037e-01
1.00000000e+00,1.75998127e+00,-2.04600006e-01,9.99999972e-10,1.17187500e-02,1.10250190e+04,3.10426440e+05,2.73211391e+02,1.01329858e-01
1.00000000e+00,1.75919998e+00,-2.04600006e-01,9.99999972e-10,1.25000477e-02,1.10768224e+04,3.11658482e+05,2.74331331e+02,1.00501729e-01
1.00000000e+00,1.75841880e+00,-2.04600006e-01,9.99999972e-10,1.32812262e-02,1.11303600e+04,3.12927538e+05,2.75481960e+02,9.96756027e-02
1.00000000e+00,1.75763750e+00,-2.04600006e-01,9.99999972e-10,1.40625238e-02,1.11856845e+04,3.14234292e+05,2.76664008e+02,9.88513212e-02
1.00000000e+00,1.75685620e+00,-2.04600006e-01,9.99999972e-10,1.48438215e-02,1.12428552e+04,3.15579692e+05,2.77878597e+02,9.80288149e-02
1.00000000e+00,1.75607502e+00,-2.04600006e-01,9.99999972e-10,1.56250000e-02,1.13019369e+04,3.16964742e+05,2.79126888e+02,9.72080124e-02
1.00000000e+00,1.75529373e+00,-2.04600006e-01,9.99999972e-10,1.64062977e-02,1.13630020e+04,3.18390612e+05,2.80410197e+02,9.63888866e-02
1.00000000e+00,1.75451255e+00,-2.04600006e-01,9.99999972e-10,1.71874762e-02,1.14261283e+04,3.19858467e+05,2.81729896e+02,9.55713994e-02
1.00000000e+00,1.75373125e+00,-2.04600006e-01,9.99999972e-10,1.79687738e-02,1.14914068e+04,3.21369851e+05,2.83087696e+02,9.47556028e-02
1.00000000e+00,1.75294995e+00,-2.04600006e-01,9.99999972e-10,1.87500715e-02,1.15589342e+04,3.22926263e+05,2.84485254e+02,9.39415181e-02
1.00000000e+00,1.75216877e+00,-2.04600006e-01,9.99999972e-10,1.95312500e-02,1.16643684e+04,3.25343057e+05,2.86654763e+02,9.27235511e-02
1.00000000e+00,1.75138748e+00,-2.04600006e-01,9.99999972e-10,2.03125477e-02,1.17011960e+04,3.26181862e+05,2.87407810e+02,9.23189404e-02
1.00000000e+00,1.75060630e+00,-2.04600006e-01,9.99999972e-10,2.10937262e-02,1.17761898e+04,3.27885317e+05,2.88937207e+02,9.15107204e-02
1.00000000e+00,1.74982500e+00,-2.04600006e-01,9.99999972e-10,2.18750238e-02,1.18539553e+04,3.29642457e+05,2.90515250e+02,9.07047806e-02
1.00000000e+00,1.74904370e+00,-2.04600006e-01,9.99999972e-10,2.26563215e-02,1.19346615e+04,3.31456010e+05,2.92144554e+02,8.99013360e-02
1.00000000e+00,1.74826252e+00,-2.04600006e-01,9.99999972e-10,2.34375000e-02,1.20184885e+04,3.33328684e+05,2.93827663e+02,8.91005635e-02
1.00000000e+00,1.74748123e+00,-2.04600006e-01,9.99999972e-10,2.42187977e-02,1.21056337e+04,3.35263464e+05,2.95567412e+02,8.83026906e-02
1.00000000e+00,1.74670005e+00,-2.04600006e-01,9.99999972e-10,2.49999762e-02,1.21963059e+04,3.37263267e+05,2.97366605e+02,8.75079032e-02
1.00000000e+00,1.74591875e+00,-2.04600006e-01,9.99999972e-10,2.57812738e-02,1.22907329e+04,3.39331257e+05,2.99228417e+02,8.67164320e-02
1.00000000e+00,1.74513745e+00,-2.04600006e-01,9.99999972e-10,2.65625715e-02,1.23891595e+04,3.41470607e+05,3.01156110e+02,8.59284970e-02
1.00000000e+00,1.74435627e+00,-2.04600006e-01,9.99999972e-10,2.73437500e-02,1.24918527e+04,3.43684618e+05,3.03153281e+02,8.51443571e-02
1.00000000e+00,1.74357498e+00,-2.04600006e-01,9.99999972e-10,2.81250477e-02,1.25991043e+04,3.45976715e+05,3.05223837e+02,8.43642971e-02
1.00000000e+00,1.74279380e+00,-2.04600006e-01,9.99999972e-10,2.89062262e-02,1.27685700e+04,3.49558374e+05,3.08466345e+02,8.32020111e-02
1.00000000e+00,1.74201250e+00,-2.04600006e-01,9.99999972e-10,2.96875238e-02,1.28286227e+04,3.50810201e+05,3.09603255e+02,8.28179246e-02
1.00000000e+00,1.74123120e+00,-2.04600006e-01,9.99999972e-10,3.04688215e-02,1.29516669e+04,3.53359970e+05,3.11922549e+02,8.20525869e-02
1.00000000e+00,1.74045002e+00,-2.04600006e-01,9.99999972e-10,3.12500000e-02,1.30808413e+04,3.56004752e+05,3.14336130e+02,8.12932931e-02
1.00000000e+00,1.73966873e+00,-2.04600006e-01,9.99999972e-10,3.20312977e-02,1.32166800e+04,3.58749941e+05,3.16850690e+02,8.05407874e-02
1.00000000e+00,1.73888755e+00,-2.04600006e-01,9.99999972e-10,3.28124762e-02,1.33597857e+04,3.61601374e+05,3.19473492e+02,7.97959011e-02
1.00000000e+00,1.73810625e+00,-2.04600006e-01,9.99999972e-10,3.35937738e-02,1.35108397e+04,3.64565285e+05,3.22212322e+02,7.90595529e-02
1.00000000e+00,1.73732495e+00,-2.04600006e-01,9.99999972e-10,3.43750715e-02,1.36706201e+04,3.67647666e+05,3.25074893e+02,7.83326943e-02
1.00000000e+00,1.73654377e+00,-2.04600006e-01,9.99999972e-10,3.51562500e-02,1.38399840e+04,3.70852576e+05,3.28068664e+02,7.76162170e-02
1.00000000e+00,1.73576248e+00,-2.04600006e-01,9.99999972e-10,3.59375477e-02,1.40198933e+04,3.74184398e+05,3.31203351e+02,7.69112850e-02
1.00000000e+00,1.73498130e+00,-2.04600006e-01,9.99999972e-10,3.67187262e-02,1.42114919e+04,3.77649573e+05,3.34492018e+02,7.62196108e-02
1.00000000e+00,1.73420000e+00,-2.04600006e-01,9.99999972e-10,3.75000238e-02,1.44161399e+04,3.81255551e+05,3.37950751e+02,7.55434127e-02
1.00000000e+00,1.73341870e+00,-2.04600006e-01,9.99999972e-10,3.82813215e-02,1.45219107e+04,3.83094820e+05,3.39724913e+02,7.52095006e-02
1.00000000e+00,1.73263752e+00,-2.04600006e-01,9.99999972e-10,3.90625000e-02,1.48715704e+04,3.88944874e+05,3.45471189e+02,7.42508584e-02
