"ObjectId","Points:0","Points:1","Points:2","arc_length","pressure","wall-heat-flux","wall-tau-mag","wall-y_plus"
1.00000000e+00,1.77170002e+00,0.00000000e+00,2.04600006e-01,0.00000000e+00,8.76582215e+03,2.49222927e+05,2.19841368e+02,9.58598059e-02
1.00000000e+00,1.77091873e+00,0.00000000e+00,2.04600006e-01,7.81297684e-04,8.77987544e+03,2.52118577e+05,2.22738990e+02,9.60445454e-02
1.00000000e+00,1.77013755e+00,-4.03896783e-28,2.04600006e-01,1.56247616e-03,8.80498973e+03,2.55249745e+05,2.26074905e+02,9.58670963e-02
1.00000000e+00,1.76935625e+00,-4.03896783e-28,2.04600006e-01,2.34377384e-03,8.83488963e+03,2.55923378e+05,2.26959460e+02,9.51823030e-02
1.00000000e+00,1.76857495e+00,-4.03896783e-28,2.04600006e-01,3.12507153e-03,8.87156463e+03,2.56764129e+05,2.27720821e+02,9.45004742e-02
1.00000000e+00,1.76779377e+00,-4.03896783e-28,2.04600006e-01,3.90625000e-03,8.90726671e+03,2.57598563e+05,2.28419579e+02,9.37925935e-02
1.00000000e+00,1.76701248e+00,-4.03896783e-28,2.04600006e-01,4.68754768e-03,8.94350098e+03,2.58491596e+05,2.29224468e+02,9.31014832e-02
1.00000000e+00,1.76623130e+00,-4.03896783e-28,2.04600006e-01,5.46872616e-03,8.98077356e+03,2.59420189e+05,2.30075126e+02,9.24168850e-02
1.00000000e+00,1.76545000e+00,0.00000000e+00,2.04600006e-01,6.25002384e-03,9.03870637e+03,2.60853499e+05,2.31386551e+02,9.13926494e-02
1.00000000e+00,1.76466870e+00,-4.03896783e-28,2.04600006e-01,7.03132153e-03,9.05877750e+03,2.61347238e+05,2.31836160e+02,9.10517283e-02
1.00000000e+00,1.76388752e+00,-4.03896783e-28,2.04600006e-01,7.81250000e-03,9.09954949e+03,2.62349660e+05,2.32747839e+02,9.03709366e-02
1.00000000e+00,1.76310623e+00,-4.03896783e-28,2.04600006e-01,8.59379768e-03,9.14154956e+03,2.63379352e+05,2.33681770e+02,8.96913925e-02
1.00000000e+00,1.76232505e+00,0.00000000e+00,2.04600006e-01,9.37497616e-03,9.18480427e+03,2.64436147e+05,2.34637845e+02,8.90128273e-02
1.00000000e+00,1.76154375e+00,-4.03896783e-28,2.04600006e-01,1.01562738e-02,9.22935346e+03,2.65520893e+05,2.35616823e+02,8.83352066e-02
1.00000000e+00,1.76076245e+00,-4.03896783e-28,2.04600006e-01,1.09375715e-02,9.27522711e+03,2.66633757e+05,2.36618879e+02,8.76583126e-02
1.00000000e+00,1.75998127e+00,-4.03896783e-28,2.04600006e-01,1.17187500e-02,9.32246488e+03,2.67775434e+05,2.37644763e+02,8.69820803e-02
1.00000000e+00,1.75919998e+00,0.00000000e+00,2.04600006e-01,1.25000477e-02,9.39578004e+03,2.69539263e+05,2.39226359e+02,8.59686439e-02
1.00000000e+00,1.75841880e+00,0.00000000e+00,2.04600006e-01,1.32812262e-02,9.42117842e+03,2.70146776e+05,2.39769936e+02,8.56309752e-02
1.00000000e+00,1.75763750e+00,-4.03896783e-28,2.04600006e-01,1.40625238e-02,9.47273800e+03,2.71377555e+05,2.40870636e+02,8.49558909e-02
1.00000000e+00,1.75685620e+00,-4.03896783e-28,2.04600006e-01,1.48438215e-02,9.52582648e+03,2.72639183e+05,2.41997815e+02,8.42809952e-02
1.00000000e+00,1.75607502e+00,-4.03896783e-28,2.04600006e-01,1.56250000e-02,9.58049670e+03,2.73932435e+05,2.43152489e+02,8.36062360e-02
1.00000000e+00,1.75529373e+00,0.00000000e+00,2.04600006e-01,1.64062977e-02,9.63680698e+03,2.75258130e+05,2.44335687e+02,8.29315732e-02
1.00000000e+00,1.75451255e+00,-4.03896783e-28,2.04600006e-01,1.71874762e-02,9.69482140e+03,2.76617146e+05,2.45548548e+02,8.22569788e-02
1.00000000e+00,1.75373125e+00,-4.03896783e-28,2.04600006e-01,1.79687738e-02,9.75461406e+03,2.78010624e+05,2.46792411e+02,8.15824809e-02
1.00000000e+00,1.75294995e+00,-4.03896783e-28,2.04600006e-01,1.87500715e-02,9.84756661e+03,2.80163354e+05,2.48715112e+02,8.05709618e-02
1.00000000e+00,1.75216877e+00,0.00000000e+00,2.04600006e-01,1.95312500e-02,9.87985769e+03,2.80905480e+05,2.49378565e+02,8.02338382e-02
1.00000000e+00,1.75138748e+00,0.00000000e+00,2.04600006e-01,2.03125477e-02,9.94549346e+03,2.82409562e+05,2.50724055e+02,7.95598189e-02
1.00000000e+00,1.75060630e+00,-4.03896783e-28,2.04600006e-01,2.10937262e-02,1.00132804e+04,2.83953549e+05,2.52106935e+02,7.88861477e-02
1.00000000e+00,1.74982500e+00,-4.03896783e-28,2.04600006e-01,2.18750238e-02,1.00833365e+04,2.85539078e+05,2.53529031e+02,7.82129226e-02
1.00000000e+00,1.74904370e+00,-4.03896783e-28,2.04600006e-01,2.26563215e-02,1.01557944e+04,2.87168036e+05,2.54992427e+02,7.75402953e-02
1.00000000e+00,1.74826252e+00,-4.03896783e-28,2.04600006e-01,2.34375000e-02,1.02307965e+04,2.88842295e+05,2.56499161e+02,7.68683938e-02
1.00000000e+00,1.74748123e+00,-4.03896783e-28,2.04600006e-01,2.42187977e-02,1.03084998e+04,2.90563898e+05,2.58051486e+02,7.61973815e-02
1.00000000e+00,1.74670005e+00,0.00000000e+00,2.04600006e-01,2.49999762e-02,1.04300990e+04,2.93232996e+05,2.60464083e+02,7.51927087e-02
1.00000000e+00,1.74591875e+00,-4.03896783e-28,2.04600006e-01,2.57812738e-02,1.04726966e+04,2.94157263e+05,2.61302129e+02,7.48586241e-02
1.00000000e+00,1.74513745e+00,0.00000000e+00,2.04600006e-01,2.65625715e-02,1.05595702e+04,2.96033205e+05,2.63005490e+02,7.41912139e-02
1.00000000e+00,1.74435627e+00,0.00000000e+00,2.04600006e-01,2.73437500e-02,1.06499084e+04,2.97964885e+05,2.64764693e+02,7.35253855e-02
